10;weiblich;türkisch;grün;lieblingsfarbe;schwarz;grün;blau;grün;violett;violett;türkei flagge;weiß;True;weiß ist schön;laut;weiß;violett;liebe;False;;1;braun;bunt;gold;rot;schwarz;blau;True
10;weiblich;deutsch;bunt;macht glücklich;blau;weiß;;blau;;hellblau;wut;weiß;True;keine passende farbe eingefallen;gemütlich;blau;grün;;False;;5;grün;blau;gelb;rot;schwarz;blau;teilweise
10;weiblich;muslim;grün;;schwarz;weiß;rot;beige;;weiß;gefahr;weiß;False;;gemütlich;weiß;weiß;liebe;False;;6;blau;orange;rot;schwarz;blau;violett;True
10;weiblich;evangelisch;grün;;schwarz;weiß;;beige;;blau;;weiß;True;schön;gemütlich;weiß;weiß;liebe;False;;5;blau;orange;rot;schwarz;blau;hellblau;True
10;weiblich;;türkis;blau-grün;schwarz;gold;;gold, silber, rot;;silber;liebe, glück;grün, türkis, weiß;True;liebingsfarbe, glücksbringer;hell, gemütlich;weiß;blau, grün;liebe;False;;2;schwarz;pink;braun;blau;grün;hellblau;True
10;männlich;;türkis;mag die farbe;weiß, schwarz;türkis;schwarz;weiß;grau;türkis schimmernd;liebe, königlich;weiß;True;mag ich;schön, gut;weiß;türkis;liebe;True;freiheit;3;schwarz;pink;gelb;gelb, schwarz;weiß, blau;hellblau;True
10;weiblich;;grün;kleeblatt;blau, grau;gold, rot;;blau;;silber, grau;feuer, liebe;weiß, türkis;True;mag ich;hell, modern;weiß;indigo;liebe;False;;2;schwarz;pink;rot;blau;gelb;blau;False
10;männlich;orthodox;gelb;glück;grün;gold;rot;;;weiß;liebe;weiß;False;;sauber, hell, chillig;weiß;grau;liebe;True;alle farben;7;rot;schwarz;weiß;grün;blau;hellblau;False
10;männlich;;grün;liebingsfarbe;grau, schwarz;silber;grün;gold;silber;grün, kaki;liebe;weiß;False;;sehr gut;weiß;weiß;liebe;False;;5;türkis;bunt;grau;weiß;blau;grün;
10;männlich;;grün;lieblingsfarbe;grün;rot;;gold;;rot;liebe, freude;blau, weiß;True;lieblingsfarbe;sehr gemütlich;blau;blau;liebe;False;;1;schwarz;violett;rot;grün;blau;grün;False
10;;;;;schwarz;blau;weiß;schwarz;weiß;schwarz;;violett;False;;;;;liebe;False;;10;;;;;;;
10;weiblich;orthodox;grün;regenbogen, kobolde;schwarz, blau;rot;schwarz;gold;weiß;violett;liebe, herz;silber, gold, weiß;True;schön, edel;hell;weiß;blau;liebe;True;lgbtq;5;rot;violett;braun;schwarz;silber;violett;True
10;weiblich;;grün;lebhaft, glück ist lebhaft;blau;gold, silber, schwarz;;gold, silber;;türkis;liebe, hass;weiß;False;;fröhlich, bunt, kreativ;hellblau;rosa, hellblau;liebe;False;;3;rot;violett;schwarz;blau;gelb;grün;True
10;weiblich;;gelb;lieblings kuscheltier mit farbe gelb;grau;schwarz;grau;schwarz;grau;schwarz;liebe;beige, rosa;True;schöne farbe;ruhig, gemütlich;weiß;weiß;liebe;True;sexualität;2;gold;gelb;blau;orange;türkis;grau;True
10;weiblich;evangelisch, orthodox;grün;kleeblatt bringt glück;schwarz;schwarz;blau;schwarz;blau;schwarz;liebe, wut;rosa;True;als ich 4 jahre war- gefällt jetzt nicht mehr;fröhlich, machmal auch traurig, ernst;blau;schwarz;liebe;True;verschiedenheit;8;rot;gelb;blau;orange;schwarz;schwarz;True
10;weiblich;orthodox;weiß;gefällt mir;schwarz;pink;;beige;;weiß;liebe, wut;weiß;True;gefällt mir;bunt, schön;weiß;weiß;liebe;False;;6;schwarz;bunt;bunt;schwarz;weiß;weiß;True
10;weiblich;;grün;weil die frbe in der natur vorkommt;blau;hellblau;;gold;;blau;;grün, weiß;False;;gemütlich;weiß;blau;;False;;4;schwarz;weiß;blau;orange;gelb;blau;False
10;weiblich;christentum;grün;;schwarz;blau;rot;gold;silber;türkis;blut, wunde, liebe;hellblau;True;lieblingsfarbe;schön, warm, gemütlich;türkis;türkis;liebe;True;jem. mit gleichem geschlecht lieben;3;gelb;grün;gold;blau;silber;hellblau;True
10;weiblich;katholisch;grün;farbe der hoffnung;blau;rot;;;;rot;;weiß;False;;gemütlich, chaotisch;;;;True;das jeder mensch sein kann wie er will;2;grün;gelb;blau;schwarz;rot;gelb;True
10;weiblich;muslim;gelb;weil die farbe hell und leuchtend ist;blau;weiß;schwarz;dunkelpink;;schwarz;rot ist die rose;weiß;False;;modern;weiß;schwarz;liebe;True;regenbogen-mensch ist mensch egal welche haarfarbe;7;;;;;;schwarz;True
10;weiblich;christlich;grün;kleeblatt;blau;rot;;rot;;rot;;weiß;True;schlicht;gemütlich, aufgeräumt;;grau-blau;liebe;True;jeder mensch kann machen was er will;4;grün;gelb;blau;schwarz;rot;hellblau;True
10;weiblich;evangelisch;grün;fröhliche farbe;blau;rot;blau;rot;blau;grün;wut, ärger, liebe;weiß;False;;;weiß;hellgrau;liebe;False;;7;rot;weiß;gelb;rosa;blau;grün;True
10;weiblich;;grün;kleeblatt ist grün und bringt glück;schwarz;blau;schwarz;;;rot;mut, liebe;weiß;False;;romantisch, schön;weiß;rot;liebe;True;solidarität;7;blau;schwarz;weiß;rot;;rot;False
